teamMemberCount,femaleTeamMembersPercent,teamLeadGender,teamDistribution,teamMemberResponseCount,meetingHoursTotal,meetingHoursAverage,meetingHoursStandardDeviation,inPersonMeetingHoursTotal,inPersonMeetingHoursAverage,inPersonMeetingHoursStandardDeviation,nonCodingDeliverablesHoursTotal,nonCodingDeliverablesHoursAverage,nonCodingDeliverablesHoursStandardDeviation,codingDeliverablesHoursTotal,codingHoursAverage,codingDeliverablesHoursStandardDeviation,helpHoursTotal,helpHoursAverage,helpHoursStandardDeviation,averageResponsesByWeek,standardDeviationResponsesByWeek,averageMeetingHoursTotalByWeek,standardDeviationMeetingHoursTotalByWeek,averageMeetingHoursByWeek,standardDeviationMeetingHoursAverageByWeek,averageInPersonMeetingHoursTotalByWeek,standardDeviationInPersonMeetingHoursTotalByWeek,averageInPersonMeetingHoursAverageByWeek,standardDeviationInPersonMeetingHoursAverageByWeek,averageNonCodingDeliverablesHoursTotalByWeek,standardDeviationNonCodingDeliverablesHoursTotalByWeek,averageNonCodingDeliverablesHoursAverageByWeek,standardDeviationNonCodingDeliverablesHoursAverageByWeek,averageCodingDeliverablesHoursTotalByWeek,standardDeviationCodingDeliverablesHoursTotalByWeek,averageCodingDeliverablesHoursAverageByWeek,standardDeviationCodingDeliverablesHoursAverageByWeek,averageHelpHours,standardDeviationHelpHoursTotalByWeek,averageHelpHoursAverageByWeek,standardDeviationHelpHoursAverageByWeek,averageResponsesByStudent,standardDeviationResponsesByStudent,averageMeetingHoursTotalByStudent,standardDeviationMeetingHoursTotalByStudent,averageMeetingHoursAverageByStudent,standardDeviationMeetingHoursAverageByStudent,averageInPersonMeetingHoursTotalByStudent,standardDeviationInPersonMeetingHoursTotalByStudent,averageInPersonMeetingHoursAverageByStudent,standardDeviationInPersonMeetingHoursAverageByStudent,averageNonCodingDeliverablesHoursTotalByStudent,standardDeviationNonCodingDeliverablesHoursTotalByStudent,averageNonCodingDeliverablesHoursAverageByStudent,standardDeviationNonCodingDeliverablesHoursAverageByStudent,averageCodingDeliverablesHoursTotalByStudent,standardDeviationCodingDeliverablesHoursTotalByStudent,averageCodingDeliverablesHoursAverageByStudent,standardDeviationCodingDeliverablesHoursAverageByStudent,averageHelpHoursTotalByStudent,standardDeviationHelpHoursTotalByStudent,averageHelpHoursAverageByStudent,standardDeviationHelpHoursAverageByStudent,commitCount,uniqueCommitMessageCount,uniqueCommitMessagePercent,commitMessageLengthTotal,commitMessageLengthAverage,commitMessageLengthStandardDeviation,averageCommitCountByWeek,standardDeviationCommitCountByWeek,averageUniqueCommitMessageCountByWeek,standardDeviationUniqueCommitMessageCountByWeek,averageUniqueCommitMessagePercentByWeek,standardDeviationUniqueCommitMessagePercentByWeek,averageCommitMessageLengthTotalByWeek,standardDeviationCommitMessageLengthTotalByWeek,averageCommitCountByStudent,standardDeviationCommitCountByStudent,averageUniqueCommitMessageCountByStudent,issueCount,onTimeIssueCount,lateIssueCount,SE Process grade
5,0.2,0,0,33,67.714,2.052,1.092,49.857,1.511,0.862,50.643,1.535,0.961,34.286,1.039,1.176,17.357,0.526,0.621,4.714,0.881,9.673,4.579,2.065,0.819,7.122,3.382,1.53,0.664,7.235,3.673,1.541,0.624,4.898,1.709,1.081,0.464,2.48,0.922,0.545,0.2,6.6,1.96,13.543,6.751,1.962,0.605,9.971,3.459,1.499,0.188,10.129,5.378,1.405,0.515,6.857,1.373,1.133,0.345,3.471,3.861,0.442,0.478,47,25,0.532,8351,177.681,331.148,11.75,11.497,6.5,4.822,0.663,0.216,2087.75,1437.144,11.75,7.049,6.5,2,2,0,A
5,0.2,1,0,29,37.643,1.298,0.796,44.071,1.52,1.047,63.036,2.174,1.274,24.143,0.833,1.74,23.429,0.808,0.583,4.143,1.457,5.378,2.178,1.399,0.437,6.296,3.513,1.573,0.598,9.005,4.677,2.387,1.039,3.449,1.698,0.995,0.56,3.347,1.494,0.841,0.243,5.8,0.98,7.529,2.907,1.256,0.345,8.814,3.956,1.513,0.595,12.607,6.06,2.053,0.78,4.829,4.096,0.882,0.759,4.686,1.924,0.824,0.329,80,74,0.925,3353,41.913,48.2,11.429,13.479,11,12.795,0.982,0.029,479,645.164,20,23.791,18.75,6,5,1,F
5,0.6,1,0,38,90,2.368,1.708,77.929,2.051,1.49,88.714,2.335,1.928,39.857,1.049,1.459,39.429,1.038,1.19,4.75,2.332,11.25,8.927,2.038,1.16,9.741,7.721,1.803,1.066,11.089,9.021,1.966,1.111,4.982,2.18,1.212,0.704,4.929,4.799,0.963,0.608,7.6,0.8,18,5.704,2.411,0.869,15.586,4.306,2.082,0.651,17.743,8.506,2.41,1.295,7.971,4.851,1.039,0.66,7.886,5.569,1.028,0.765,92,81,0.88,3510,38.152,27.388,11.5,11.347,10.125,8.781,0.957,0.084,438.75,417.527,18.4,11.638,16.2,2,2,0,A
5,0.2,1,0,34,52.857,1.555,0.644,45.286,1.332,0.653,36.929,1.086,0.932,16.071,0.473,1.324,19.714,0.58,0.546,5.667,1.106,8.81,3.617,1.524,0.474,7.548,3.522,1.291,0.465,6.155,3.452,1.064,0.553,2.679,0.954,0.469,0.142,3.286,1.398,0.575,0.23,6.8,0.748,10.571,2.679,1.561,0.383,9.057,2.746,1.334,0.364,7.386,2.317,1.121,0.408,3.214,2.796,0.494,0.456,3.943,2.099,0.585,0.348,166,154,0.928,10537,63.476,46.463,33.2,31.384,31,31.016,0.896,0.142,2107.4,2398.935,33.2,26.072,30.8,2,2,0,A
5,0,0,0,34,130.429,3.836,2.139,121.143,3.563,1.743,86.357,2.54,1.874,45.857,1.349,2.506,51.214,1.506,1.808,4.857,1.355,18.633,6.053,3.941,1.139,17.306,6.657,3.643,1.238,12.337,6.722,2.467,0.83,6.551,4.481,1.56,1.113,7.316,2.799,1.615,0.76,6.8,1.47,26.086,11.252,3.755,1.092,24.229,8.269,3.53,0.723,17.271,8.709,2.436,0.858,9.171,1.569,1.39,0.239,10.243,9.209,1.456,1.283,187,141,0.754,6763,36.166,34.244,23.375,12.165,18.125,13.023,0.729,0.301,845.375,644.132,37.4,35.736,28.2,5,4,1,F
6,0,0,0,27,67.786,2.511,1.064,61.143,2.265,1.133,46.929,1.738,1.324,42,1.615,1.881,14.143,0.524,0.602,3.857,1.457,9.684,5.232,2.641,1.042,8.735,4.896,2.387,0.957,6.704,4.056,1.684,1.154,6,2.563,1.802,1.032,2.02,1.016,0.586,0.286,6.75,0.829,16.946,2.019,2.523,0.266,15.286,1.77,2.279,0.26,11.732,3.383,1.741,0.481,10.5,5.772,1.637,1,3.536,2.016,0.527,0.283,74,66,0.892,3376,45.622,34.093,14.8,7.547,13.2,6.337,0.922,0.097,675.2,456.053,14.8,7.73,13.2,5,4,1,F
4,0.25,1,0,21,66.143,3.15,2.648,52.143,2.483,0.99,55.857,2.66,3.25,80.357,3.827,3.551,22.714,1.082,0.628,3.5,0.957,11.024,6.852,3.03,1.488,8.69,3.867,2.433,0.705,9.31,7.068,2.528,1.386,13.393,8.141,3.471,1.712,3.786,1.151,1.145,0.451,5.25,1.479,16.536,2.186,3.612,1.776,13.036,4.803,2.441,0.678,13.964,7.192,3.019,1.782,20.089,9.994,4.777,3.522,5.679,1.904,1.065,0.069,118,79,0.67,6532,55.356,67.81,19.667,19.431,13.5,13.035,0.706,0.114,1088.667,1185.349,23.6,22.739,16,5,4,1,F
5,0.6,1,0,35,48.143,1.376,0.632,49.143,1.404,0.684,36.386,1.04,0.954,55.414,1.583,2.428,26.743,0.764,0.718,5.833,1.462,8.024,4.336,1.323,0.56,8.19,4.674,1.334,0.551,6.064,3.521,1,0.481,9.236,2.401,1.627,0.459,4.457,2.995,0.724,0.334,7,0.632,9.629,1.989,1.373,0.234,9.829,2.865,1.407,0.395,7.277,1.971,1.066,0.34,11.083,7.184,1.548,0.906,5.349,2.612,0.79,0.452,159,137,0.862,5486,34.503,21.549,19.875,18.469,17.625,16.217,0.943,0.084,685.75,668.786,39.75,36.3,35,2,2,0,A
6,0.5,1,0,54,182.5,3.38,1.621,151.857,2.812,1.195,88.986,1.648,2.122,227.557,4.214,4.934,42.736,0.791,1.198,6,0,20.278,4.756,3.38,0.793,16.873,3.899,2.812,0.65,9.887,4.816,1.648,0.803,25.284,15.283,4.214,2.547,4.748,1.553,0.791,0.259,9,0,30.417,10.345,3.38,1.149,25.31,2.515,2.812,0.279,14.831,8.161,1.648,0.907,37.926,19.915,4.214,2.213,7.123,8.539,0.791,0.949,264,207,0.784,16049,60.792,54.061,37.714,43.06,29.714,35.979,0.775,0.228,2292.714,2225.49,44,48.491,34.5,4,4,0,A
5,0.4,0,0,33,69.786,2.115,1.238,59.786,1.812,1.274,33.5,1.015,1.592,95,2.879,5.908,24.714,0.749,1.303,3.667,0.816,7.754,2.233,2.189,0.618,6.643,2.207,1.862,0.632,3.722,3.029,1.091,0.855,10.556,13.278,2.762,3.374,2.746,2.127,0.779,0.526,8.25,0.829,17.446,3.141,2.161,0.588,14.946,2.37,1.827,0.336,8.375,3.739,1.036,0.474,23.75,25.223,3.185,3.706,6.179,5.388,0.81,0.798,75,69,0.92,7197,95.96,84.481,15,13.401,13.8,12.496,0.858,0.186,1439.4,1341.841,15,14.859,13.8,8,6,2,F
5,0,0,0,43,169.286,3.937,2.806,140.929,3.277,1.842,98,2.279,2.324,164.571,3.827,4.474,84.643,1.968,1.623,4.778,0.916,18.81,7.861,3.801,1.269,15.659,6.673,3.154,1.107,10.889,4.396,2.295,0.81,18.286,14.537,3.564,2.689,9.405,4.556,1.897,0.778,8.6,1.02,33.857,9.977,4.134,1.671,28.186,5.34,3.372,0.892,19.6,11.652,2.344,1.484,32.914,17.504,3.986,2.306,16.929,9.181,2.031,1.127,658,570,0.866,23428,35.605,20.507,59.818,72.139,52,63.841,0.87,0.197,2129.818,2595.338,131.6,96.802,114,3,3,0,A
5,0.2,0,0,44,141.429,3.214,1.163,137.714,3.13,1.222,106.571,2.422,1.645,224.5,5.102,5.206,79.286,1.802,1.242,4.889,0.567,15.714,4.002,3.2,0.694,15.302,4.577,3.094,0.773,11.841,4.491,2.402,0.811,24.944,20.666,5.136,4.262,8.81,2.961,1.808,0.602,8.8,0.4,28.286,3.347,3.237,0.539,27.543,3.85,3.154,0.592,21.314,6.989,2.401,0.733,44.9,12.603,5.128,1.482,15.857,5.505,1.797,0.595,170,134,0.788,10232,60.188,60.965,21.25,14.184,17.125,12.384,0.836,0.202,1279,824.024,34,22.548,26.8,3,2,1,F
7,0.143,0,0,57,198.286,3.479,1.919,183.286,3.216,2.069,132.643,2.327,5.263,252.786,4.435,7.794,50.286,0.882,1.039,7.125,2.027,24.786,12.345,3.386,1.387,22.911,12.806,3.108,1.451,16.58,14.414,2.244,1.915,31.598,18.745,4.151,2.23,6.286,3.726,0.829,0.372,8.143,0.99,28.327,6.747,3.521,0.872,26.184,5.426,3.258,0.724,18.949,19.678,2.388,2.48,36.112,44.327,4.465,5.553,7.184,5.846,0.889,0.729,299,176,0.589,16525,55.268,54.906,37.375,46.257,23,23.447,0.786,0.209,2065.625,2477.759,42.714,17.798,25.571,0,0,0,A
5,0.4,0,0,25,27.679,1.107,0.731,23.857,0.954,0.626,40.179,1.607,1.546,73.714,2.949,6.553,13.286,0.531,0.618,6.25,3.112,6.92,3.563,1.229,0.502,5.964,3.881,0.985,0.344,10.045,9.234,1.442,0.616,18.429,7.675,3.753,2.433,3.321,2.127,0.532,0.134,5,0.894,5.536,0.731,1.162,0.326,4.771,0.879,0.973,0.209,8.036,2.719,1.593,0.412,14.743,12.889,3.31,3.2,2.657,1.456,0.551,0.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,F
5,0.2,0,0,25,60,2.4,1.265,34,1.36,0.662,57.857,2.314,1.811,66.071,2.643,4.879,21.857,0.874,1.084,6.25,3.345,15,8.185,2.978,1.309,8.5,5.679,1.463,0.528,14.464,7.829,2.928,1.475,16.518,13.807,2.404,1.124,5.464,3.665,0.974,0.665,5,0.632,12,3.882,2.364,0.639,6.8,1.286,1.362,0.194,11.571,5.503,2.28,1.084,13.214,14.592,2.386,2.485,4.371,2.001,0.876,0.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,A
6,0.167,0,0,29,36.286,1.251,1.601,26.357,0.909,0.916,36.857,1.271,2.121,39.857,1.374,2.931,21.214,0.732,1.272,7.25,4.206,9.071,6.527,1.297,0.344,6.589,4.702,1.055,0.41,9.214,7.687,2.019,1.798,9.964,4.386,2.115,1.307,5.304,2.823,1.027,0.588,4.833,0.687,6.048,2.28,1.26,0.454,4.393,1.259,0.903,0.216,6.143,4.956,1.234,0.983,6.643,4.75,1.44,1.06,3.536,2.62,0.726,0.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,A
6,0.167,1,0,27,46.571,1.725,1.406,35.857,1.328,0.953,47,1.741,0.895,27.429,1.016,2.073,19.5,0.722,0.85,6.75,3.961,11.643,10.352,1.731,0.808,8.964,9.377,1.225,0.649,11.75,9.705,1.75,0.731,6.857,5.331,1.116,0.434,4.875,3.471,0.837,0.38,4.5,1.607,7.762,5.585,1.734,0.874,5.976,3.715,1.373,0.613,7.833,3.035,1.78,0.424,4.571,4.587,1.401,1.925,3.25,3.28,0.669,0.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,A
6,0.167,0,0,31,59.5,1.919,1.713,50.357,1.624,1.14,51.964,1.676,1.689,97.857,3.157,3.715,29.643,0.956,0.878,7.75,5.262,14.875,13.631,1.675,0.683,12.589,13.251,1.28,0.737,12.991,14.249,1.222,0.982,24.464,20.61,2.938,1.107,7.411,6.661,0.82,0.709,5.167,1.213,9.917,3.011,1.951,0.454,8.393,4.015,1.592,0.588,8.661,6.992,1.606,1.139,16.31,9.313,3.022,1.327,4.94,1.749,0.971,0.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,A
6,0.167,0,0,30,54.321,1.811,0.811,54.821,1.827,0.753,41.214,1.374,1.112,23.286,0.776,1.387,10.821,0.361,0.877,7.5,3.202,13.58,7.545,1.941,0.684,13.705,8.163,1.934,0.688,10.304,6.427,1.4,0.523,5.821,2.586,1.027,0.777,2.705,1.509,0.449,0.262,5,0.577,9.054,3.257,1.77,0.458,9.137,2.891,1.799,0.376,6.869,3.874,1.322,0.655,3.881,4.659,0.745,0.901,1.804,3.043,0.336,0.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2,F
3,0,0,1,27,48.286,1.788,0.755,43.571,1.614,0.72,47.286,1.751,0.904,125.786,4.659,7.467,18.214,0.675,0.64,3,0,5.365,1.216,1.788,0.405,4.841,1.557,1.614,0.519,5.254,1.372,1.751,0.457,13.976,11.791,4.659,3.93,2.024,1.049,0.675,0.35,9,0,16.095,3.3,1.788,0.367,14.524,2.293,1.614,0.255,15.762,4.989,1.751,0.554,41.929,35.098,4.659,3.9,6.071,3.915,0.675,0.435,358,265,0.74,17248,48.179,37.841,51.143,34.75,39.286,25.33,0.792,0.137,2464,1716.746,89.5,124.893,66.5,4,4,0,F
3,0,0,1,20,46.857,2.343,1.356,30.429,1.521,1.284,29.6,1.48,1.242,46.429,2.321,2.128,10.457,0.523,0.531,2.222,0.629,5.206,2.543,2.214,0.72,3.381,2.313,1.394,0.684,3.289,1.626,1.522,0.668,5.159,3.705,2.265,1.447,1.162,1.13,0.451,0.4,6.667,2.055,15.619,3.502,2.661,1.065,10.143,4.582,1.815,1.012,9.867,3.731,1.544,0.496,15.476,5.289,2.704,1.573,3.486,1.076,0.561,0.174,114,91,0.798,4585,40.219,45.351,14.25,13.112,11.625,10.487,0.904,0.137,573.125,637.697,22.8,12.592,18.4,6,2,4,A
3,0,0,1,24,132.429,5.518,2.017,102.571,4.274,2.154,73.857,3.077,1.632,58.5,2.438,2.705,61.786,2.574,2.184,2.667,0.667,14.714,5.951,5.515,1.741,11.397,5.383,4.337,1.805,8.206,1.688,3.177,0.664,6.5,6.823,2.338,2.299,6.865,3.958,2.53,1.257,8,0.816,44.143,2.976,5.545,0.345,34.19,6.875,4.271,0.684,24.619,3.989,3.15,0.75,19.5,6.014,2.388,0.499,20.595,11.793,2.755,1.794,164,123,0.75,10498,64.012,98.614,18.222,11.013,14.556,9.856,0.775,0.198,1166.444,792.38,27.333,16.255,21.167,5,4,1,A
3,0.333,0,1,24,118.857,4.952,7.246,64.857,2.702,2.847,78.286,3.262,3.775,88,3.667,7.909,60.286,2.512,3.567,2.667,0.816,13.206,11.453,4.261,2.702,7.206,5.933,2.437,1.309,8.698,4.68,3.22,1.825,9.778,12.426,3.213,3.412,6.698,5.612,2.312,1.556,8,1.633,39.619,31.092,6.008,5.585,21.619,9.541,3.077,1.971,26.095,10.559,3.597,1.758,29.333,30.214,4.583,5.245,20.095,10.068,2.887,1.836,43,25,0.581,1729,40.209,50.423,5.375,3.039,3.875,2.147,0.761,0.24,216.125,325.51,7.167,2.794,4.333,8,5,3,F
6,0.167,0,0,47,85.714,1.824,2.365,66.286,1.41,2.024,97.857,2.082,1.854,114.857,2.444,7.613,55.286,1.176,2.959,5.875,0.331,10.714,3.222,1.831,0.552,8.286,3.757,1.415,0.633,12.232,5.276,2.048,0.862,14.357,17.468,2.51,3.017,6.911,3.303,1.185,0.568,7.833,0.373,14.286,4.706,1.814,0.562,11.048,3.836,1.399,0.457,16.31,8.777,2.097,1.127,19.143,11.618,2.396,1.448,9.214,9.98,1.171,1.243,127,71,0.559,3374,26.567,28.07,18.143,33.528,10.857,20.11,0.698,0.267,482,1030.692,25.4,20.5,14.8,1,1,0,F
5,0.2,1,0,40,97.357,2.434,2.878,60.571,1.514,0.821,58.143,1.454,1.014,94.143,2.354,4.533,71.286,1.782,3.118,5,0,12.17,6.911,2.434,1.382,7.571,2.185,1.514,0.437,7.268,2.639,1.454,0.528,11.768,17.474,2.354,3.495,8.911,7.139,1.782,1.428,8,0,19.471,7.849,2.434,0.981,12.114,1.642,1.514,0.205,11.629,1.33,1.454,0.166,18.829,7.903,2.354,0.988,14.257,11.758,1.782,1.47,105,88,0.838,7963,75.838,74.248,21,17.833,17.6,13.185,0.859,0.161,1592.6,1824.757,21,10.45,17.8,2,2,0,A
5,0.2,0,0,40,99.286,2.482,1.094,73.214,1.83,0.985,123.714,3.093,2.54,126.429,3.161,5.443,47.571,1.189,0.805,5,0.5,12.411,5.67,2.438,0.982,9.152,4.218,1.799,0.769,15.464,9.005,3.06,1.648,15.804,17.574,3.067,3.442,5.946,2.845,1.166,0.5,8,0,19.857,4.045,2.482,0.506,14.643,4.012,1.83,0.502,24.743,10.891,3.093,1.361,25.286,13.544,3.161,1.693,9.514,2.672,1.189,0.334,171,72,0.421,10771,62.988,108.64,24.429,23.212,10.714,7.304,0.603,0.295,1538.714,1632.588,34.2,19.083,14.8,3,3,0,A
5,0,0,0,40,91.143,2.279,2.097,51.643,1.291,0.828,106.357,2.659,2.783,148.143,3.704,4.889,28.929,0.723,0.53,5,0,11.393,6.792,2.279,1.358,6.455,2.47,1.291,0.494,13.295,6.564,2.659,1.313,18.518,11.449,3.704,2.29,3.616,1.415,0.723,0.283,8,0,18.229,7.101,2.279,0.888,10.329,1.793,1.291,0.224,21.271,12.791,2.659,1.599,29.629,25.807,3.704,3.226,5.786,1.744,0.723,0.218,109,109,1,5034,46.184,27.614,15.571,12.949,15.571,12.949,1,0,719.143,539.543,27.25,33.439,27.25,1,1,0,A
5,0.4,1,0,38,145.143,3.82,2.133,127.071,3.344,2.316,88.071,2.318,3.29,157,4.132,9.837,45.679,1.202,2.343,4.75,0.433,18.143,6.6,3.771,1.29,15.884,7.309,3.323,1.476,11.009,7.225,2.279,1.444,19.625,23.332,3.973,4.637,5.71,3.626,1.185,0.728,7.6,0.49,29.029,9.154,3.808,1.089,25.414,8.564,3.332,1.025,17.614,10.276,2.314,1.346,31.4,24.541,4.321,3.604,9.136,9.237,1.252,1.312,463,375,0.81,17756,38.35,37.108,57.875,27.93,48.125,25.112,0.835,0.149,2219.5,1228.815,92.6,54.076,75.8,1,1,0,A
5,0.4,0,0,40,94.143,2.354,1.122,55.429,1.386,1.299,49.429,1.236,2.187,121.571,3.039,3.058,33.571,0.839,1.139,5,0,11.768,4.051,2.354,0.81,6.929,3.744,1.386,0.749,6.179,3.582,1.236,0.716,15.196,11.345,3.039,2.269,4.196,2.34,0.839,0.468,8,0,18.829,5.349,2.354,0.669,11.086,3.781,1.386,0.473,9.886,6.857,1.236,0.857,24.314,9.576,3.039,1.197,6.714,6.371,0.839,0.796,42,40,0.952,2089,49.738,39.654,10.5,7.263,10,7.583,0.85,0.206,522.25,333.326,10.5,8.441,10,1,1,0,A
5,0,0,0,40,78.321,1.958,1.146,56.964,1.424,0.887,89.607,2.24,2.801,111.821,2.796,4.173,29.357,0.734,1.272,5,0,9.79,3.642,1.958,0.728,7.121,3.81,1.424,0.762,11.201,7.821,2.24,1.564,13.978,15.169,2.796,3.034,3.67,1.052,0.734,0.21,8,0,15.664,4.141,1.958,0.518,11.393,2.045,1.424,0.256,17.921,5.304,2.24,0.663,22.364,14.905,2.796,1.863,5.871,5.117,0.734,0.64,129,123,0.954,6736,52.217,67.624,18.429,15.619,17.857,15.459,0.974,0.043,962.286,932.819,25.8,17.256,24.6,1,1,0,A
5,0.2,0,0,37,84.571,2.286,1.894,64.786,1.751,1.392,82.429,2.228,2.477,89.271,2.413,4.598,19.5,0.527,0.918,4.625,1.409,10.571,4.4,2.372,0.782,8.098,3.361,1.882,0.779,10.304,6.145,2.17,1.036,11.159,12.986,2.052,2.131,2.438,2.026,0.549,0.423,7.4,1.356,16.914,10.789,2.156,1.094,12.957,7.039,1.676,0.681,16.486,13.604,2.127,1.407,17.854,12.177,2.292,1.461,3.9,3.668,0.48,0.444,225,188,0.836,6366,28.293,18.571,45,52.585,37.8,41.557,0.939,0.085,1273.2,1433.039,45,39.028,37.8,4,3,1,A
5,0.2,0,0,40,82.286,2.057,1.274,64.714,1.618,1.265,53.357,1.334,1,65,1.625,2.7,36.714,0.918,0.663,5,0,10.286,5.681,2.057,1.136,8.089,5.506,1.618,1.101,6.67,2.778,1.334,0.556,8.125,9.525,1.625,1.905,4.589,2.033,0.918,0.407,8,0,16.457,2.599,2.057,0.325,12.943,1.449,1.618,0.181,10.671,1.631,1.334,0.204,13,6.19,1.625,0.774,7.343,0.981,0.918,0.123,188,170,0.904,12667,67.378,60.835,26.857,17.74,24.571,16.646,0.872,0.109,1809.571,1267.434,37.6,15.628,34.4,2,2,0,A
5,0,0,0,40,79.714,1.993,1.444,50.821,1.271,1.002,55.5,1.388,1.421,129.714,3.243,6.75,53.071,1.327,1.811,5,0,9.964,4.128,1.993,0.826,6.353,3.153,1.271,0.631,6.938,3.354,1.388,0.671,16.214,16.842,3.243,3.368,6.634,4.527,1.327,0.905,8,0,15.943,6.971,1.993,0.871,10.164,4.755,1.271,0.594,11.1,7.117,1.388,0.89,25.943,22.035,3.243,2.754,10.614,8.62,1.327,1.078,62,61,0.984,3779,60.952,51.799,12.4,18.821,12.2,18.422,0.996,0.008,755.8,1222.2,15.5,12.46,15.25,1,1,0,A
5,0.2,0,0,41,79.071,1.929,1.427,77.429,1.889,0.994,67.429,1.645,1.75,108.357,2.643,4.561,50.857,1.24,1.197,5.125,0.331,9.884,2.68,1.94,0.559,9.679,3.188,1.913,0.67,8.429,2.462,1.659,0.519,13.545,7.181,2.691,1.46,6.357,2.445,1.26,0.507,8.2,0.4,15.814,4.499,1.932,0.565,15.486,4.614,1.9,0.601,13.486,6.321,1.655,0.804,21.671,19.146,2.649,2.397,10.171,6.706,1.241,0.837,140,83,0.593,4523,32.307,27.848,17.5,24.439,10.625,13.086,0.772,0.203,565.375,766.02,28,20.278,16.8,4,4,0,A
5,0.2,1,0,40,140,3.5,3.367,105.429,2.636,3.043,92.5,2.313,2.676,185.286,4.632,7.035,45.857,1.146,1.36,5,0.866,17.5,5.651,3.596,1.264,13.179,5.906,2.732,1.344,11.563,4.807,2.375,1.048,23.161,16.217,4.877,3.737,5.732,1.701,1.179,0.419,8,0,28,20.748,3.5,2.593,21.086,15.714,2.636,1.964,18.5,12.898,2.313,1.612,37.057,27.108,4.632,3.388,9.171,5.585,1.146,0.698,73,27,0.37,1445,19.795,29.934,18.25,15.006,7.5,11.258,0.235,0.219,361.25,625.703,36.5,32.5,14,3,3,0,A
6,0.167,0,0,44,118.607,2.696,1.675,98.929,2.248,1.542,81.071,1.843,1.75,134.286,3.052,4.281,46.957,1.067,1.201,4.889,0.567,13.179,3.158,2.791,0.906,10.992,3.461,2.342,0.943,9.008,4.124,1.898,0.882,14.921,12.496,3.15,2.648,5.217,2.628,1.094,0.557,8.8,0.4,23.721,9.591,2.664,1.027,19.786,8.118,2.227,0.87,16.214,6.227,1.819,0.664,26.857,12.254,3.004,1.329,9.391,6.843,1.07,0.763,188,127,0.676,14518,77.223,125.721,26.857,22.267,18.571,8.296,0.884,0.245,2074,1350.676,37.6,32.5,25.6,1,1,0,A
6,0.167,0,0,54,221.929,4.11,2.22,164.357,3.044,1.937,131.357,2.433,2.454,136.357,2.525,3.595,44.714,0.828,0.861,6,0,24.659,10.657,4.11,1.776,18.262,9.106,3.044,1.518,14.595,11.095,2.433,1.849,15.151,14.97,2.525,2.495,4.968,2.116,0.828,0.353,9,0,36.988,7.462,4.11,0.829,27.393,5.905,3.044,0.656,21.893,6.951,2.433,0.772,22.726,13.892,2.525,1.544,7.452,4.85,0.828,0.539,185,146,0.789,12340,66.703,79.307,23.125,14.573,18.625,11.853,0.803,0.155,1542.5,1659.065,30.833,46.312,24.333,2,1,1,F
6,0.167,0,0,49,132.786,2.71,1.416,124.857,2.548,1.584,80.643,1.646,1.45,80.857,1.65,1.97,56.286,1.149,1.354,5.444,1.343,14.754,4.392,2.758,0.765,13.873,4.142,2.605,0.769,8.96,4.953,1.628,0.87,8.984,5.685,1.715,1.249,6.254,2.469,1.203,0.552,8.167,1.462,22.131,6.138,2.692,0.459,20.81,7.666,2.454,0.651,13.44,4.469,1.694,0.569,13.476,5.879,1.615,0.558,9.381,6.634,1.087,0.699,217,153,0.705,9195,42.373,49.225,31,23.574,22.429,17.951,0.783,0.225,1313.571,1394.165,36.167,31.657,26,3,3,0,A
6,0.167,0,0,52,134,2.577,1.158,117,2.25,1.064,88.929,1.71,1.431,157.929,3.037,4.286,47.643,0.916,0.983,5.778,0.416,14.889,4.76,2.6,0.864,13,4.041,2.278,0.757,9.881,3.901,1.708,0.641,17.548,15.363,3.136,2.937,5.294,2.725,0.932,0.527,8.667,0.471,22.333,5.94,2.567,0.617,19.5,6.375,2.248,0.693,14.821,7.127,1.682,0.759,26.321,16.786,3.013,1.855,7.94,5.386,0.91,0.595,292,256,0.877,19199,65.75,48.405,32.444,24.618,28.889,24.529,0.877,0.132,2133.222,2385.852,58.4,60.523,51.4,2,2,0,A
6,0,0,0,51,199.214,3.906,1.206,130.571,2.56,1.274,139.929,2.744,1.599,119.929,2.352,2.628,76.214,1.494,1.475,5.667,0.471,22.135,5.824,3.877,0.947,14.508,3.586,2.546,0.593,15.548,5.233,2.741,0.981,13.325,5.853,2.397,1.198,8.468,2.762,1.499,0.497,8.5,0.5,33.202,5.15,3.9,0.494,21.762,3.382,2.551,0.303,23.321,5.879,2.74,0.637,19.988,9.902,2.309,1.068,12.702,6.119,1.474,0.652,133,106,0.797,4968,37.353,49.03,14.778,15.626,12.111,13.634,0.879,0.159,552,691.923,22.167,16.677,17.667,3,3,0,A
